,Anderlecht scored,Anderlecht received,Mechelen scored,Mechelen received,Genk scored,Genk received,Gent scored,Gent received,Kortrijk scored,Kortrijk received,St Truiden scored,St Truiden received,Cercle Brugge scored,Cercle Brugge received,Charleroi scored,Charleroi received,Standard scored,Standard received,Waregem scored,Waregem received,Germinal scored,Germinal received,Club Brugge scored,Club Brugge received,Westerlo scored,Westerlo received,Lierse scored,Lierse received,Lokeren scored,Lokeren received,Eupen scored,Eupen received
10,2.0,2.0,1.0,2.6666666666666665,3.0,1.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,3.3333333333333335,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,3.0,2.0,1.0,2.3333333333333335,1.0,1.0,2.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333
11,1.0,2.0,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,3.0,2.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667
12,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,1.0,1.0,1.6666666666666667,2.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,3.0,1.3333333333333333
13,2.0,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.0,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.0,1.6666666666666667
14,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,0.0,2.0,0.3333333333333333,2.0,0.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.0,1.0,1.6666666666666667,1.3333333333333333
15,1.6666666666666667,1.0,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,2.0,2.0,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,0.0,2.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,2.0,2.6666666666666665,1.0,2.0,1.0
16,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,1.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,2.0,1.6666666666666667,0.3333333333333333,3.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,1.0
17,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,3.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,3.3333333333333335,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,2.0,2.6666666666666665,3.0,1.0,3.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667
18,2.0,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.0,3.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,2.0,1.6666666666666667,1.6666666666666667,2.0,1.0,3.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,3.0
19,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,1.0,1.3333333333333333,2.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665
20,2.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.0,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335
21,3.3333333333333335,0.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.0,2.6666666666666665,2.0,1.3333333333333333,0.3333333333333333,0.6666666666666666
22,3.3333333333333335,0.0,0.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,3.6666666666666665,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0
23,1.3333333333333333,0.0,0.0,1.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.0,2.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,0.3333333333333333,3.3333333333333335,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333
24,1.3333333333333333,0.0,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.0,0.3333333333333333,2.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667
25,1.0,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,2.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.0,1.6666666666666667,1.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666
26,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,3.0,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666
27,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
28,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
29,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,2.0,2.0,1.0,1.0,0.0,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333
