,Sp Braga scored,Sp Braga received,Nacional scored,Nacional received,Maritimo scored,Maritimo received,Porto scored,Porto received,Rio Ave scored,Rio Ave received,Sp Lisbon scored,Sp Lisbon received,Leixoes scored,Leixoes received,Naval scored,Naval received,Belenenses scored,Belenenses received,Guimaraes scored,Guimaraes received,Setubal scored,Setubal received,Benfica scored,Benfica received,Pacos Ferreira scored,Pacos Ferreira received,Academica scored,Academica received,Olhanense scored,Olhanense received,Leiria scored,Leiria received
13,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,2.3333333333333335,2.0,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,2.6666666666666665,2.0,3.0,1.0,0.6666666666666666
14,1.0,0.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0
15,1.6666666666666667,0.0,2.0,2.6666666666666665,0.6666666666666666,3.0,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.0,0.6666666666666666,1.0,1.6666666666666667,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0
16,1.6666666666666667,0.0,0.6666666666666666,3.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0
17,2.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,2.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,3.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333
18,2.0,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,1.0,2.3333333333333335,0.0,1.6666666666666667,1.0,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333
19,2.0,2.3333333333333335,0.6666666666666666,1.0,1.0,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335
20,2.0,2.3333333333333335,1.0,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.0,2.0,3.0,2.6666666666666665,0.0,2.3333333333333335,1.3333333333333333,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335
21,1.3333333333333333,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,0.3333333333333333,2.6666666666666665,1.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.0,1.0,2.0,3.3333333333333335,0.3333333333333333,2.6666666666666665,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667
22,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,0.3333333333333333,1.0,2.0,1.3333333333333333,1.0,1.6666666666666667,2.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0
23,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335,1.0,0.3333333333333333,2.0,3.0,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,2.6666666666666665,2.0,1.3333333333333333,1.0
24,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,3.0,0.6666666666666666,0.3333333333333333,3.6666666666666665,3.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.0,2.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,2.0,0.6666666666666666,0.6666666666666666
25,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,3.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,3.6666666666666665,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.0,1.0
26,2.6666666666666665,1.3333333333333333,1.0,0.0,2.0,2.6666666666666665,2.6666666666666665,0.3333333333333333,0.0,2.0,2.3333333333333335,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333
27,3.0,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,3.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,3.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,2.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.6666666666666667
28,2.6666666666666665,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.6666666666666665,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.0,3.0,3.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.0,2.6666666666666665
29,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,4.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.0,3.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,3.3333333333333335
