,Stuttgart scored,Stuttgart received,Wolfsburg scored,Wolfsburg received,Dortmund scored,Dortmund received,Mainz scored,Mainz received,Werder Bremen scored,Werder Bremen received,Hannover scored,Hannover received,Nurnberg scored,Nurnberg received,M'gladbach scored,M'gladbach received,Freiburg scored,Freiburg received,Hoffenheim scored,Hoffenheim received,Bayern Munich scored,Bayern Munich received,Hamburg scored,Hamburg received,Kaiserslautern scored,Kaiserslautern received,Leverkusen scored,Leverkusen received,FC Koln scored,FC Koln received,Schalke 04 scored,Schalke 04 received,Augsburg scored,Augsburg received,Hertha scored,Hertha received
10,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0
11,1.3333333333333333,2.0,1.3333333333333333,3.0,3.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.6666666666666667,2.6666666666666665,2.0,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333
12,1.3333333333333333,1.6666666666666667,2.3333333333333335,3.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,2.6666666666666665,1.3333333333333333,2.6666666666666665,0.3333333333333333,3.3333333333333335,3.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,2.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,3.0,1.0,0.6666666666666666,2.3333333333333335,2.0,2.0
13,1.0,2.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,3.3333333333333335,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335
14,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.0,3.0,1.0,2.0,0.3333333333333333,2.0,3.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.0,2.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,2.0,2.0
15,1.0,2.0,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,1.0,2.6666666666666665,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0
16,1.0,1.6666666666666667,1.3333333333333333,2.0,2.0,1.0,0.6666666666666666,1.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.0,1.0,3.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,2.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333
17,0.6666666666666666,2.0,1.0,1.3333333333333333,3.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667
18,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,4.0,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,1.0,1.3333333333333333,2.3333333333333335,1.0,1.0,1.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,4.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
19,1.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667
20,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.0,1.0,2.0,0.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665
21,3.0,2.0,1.0,2.0,1.3333333333333333,0.0,1.0,1.0,2.0,1.3333333333333333,2.0,1.0,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.0,2.0,0.0,2.3333333333333335
22,3.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.0,2.0,2.0,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,0.0,1.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.0,3.0
23,3.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,2.0,0.6666666666666666,2.0,1.0,1.0,1.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,0.3333333333333333,1.3333333333333333
24,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0,0.6666666666666666,1.0,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,3.0,3.0,1.0,0.6666666666666666,2.6666666666666665,0.0,1.3333333333333333,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333
25,2.0,0.3333333333333333,2.0,1.0,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.0,2.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,3.3333333333333335,4.333333333333333,1.0,0.6666666666666666,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335
26,1.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,3.3333333333333335,5.0,0.6666666666666666,1.0,2.6666666666666665,0.3333333333333333,2.0,1.0,2.3333333333333335,1.0,3.3333333333333335,3.0,0.6666666666666666,1.0,0.6666666666666666,1.0,2.6666666666666665
27,2.3333333333333335,1.6666666666666667,3.0,1.0,3.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.3333333333333333,2.0,1.0,4.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,3.6666666666666665
28,3.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,4.333333333333333,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,3.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667
29,3.6666666666666665,2.0,1.6666666666666667,2.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.0,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.0
30,3.6666666666666665,1.0,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.6666666666666667,2.0,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667
31,2.6666666666666665,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335
32,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.6666666666666666,2.0,1.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,2.0,1.0,1.0,0.6666666666666666,1.3333333333333333,3.0
33,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,3.6666666666666665,0.6666666666666666,0.0,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.0,0.3333333333333333,1.0,3.0,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.3333333333333335
