,Galatasaray scored,Galatasaray received,Trabzonspor scored,Trabzonspor received,Besiktas scored,Besiktas received,Bursaspor scored,Bursaspor received,Gaziantepspor scored,Gaziantepspor received,Konyaspor scored,Konyaspor received,Buyuksehyr scored,Buyuksehyr received,Kayserispor scored,Kayserispor received,Sivasspor scored,Sivasspor received,Genclerbirligi scored,Genclerbirligi received,Ankaragucu scored,Ankaragucu received,Fenerbahce scored,Fenerbahce received,Ankaraspor scored,Ankaraspor received,Denizlispor scored,Denizlispor received,Kocaelispor scored,Kocaelispor received,Eskisehirspor scored,Eskisehirspor received,Antalyaspor scored,Antalyaspor received,Hacettepespor scored,Hacettepespor received
12,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,1.0,3.0,3.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333
13,2.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,2.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335
14,3.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,1.0,0.0,1.6666666666666667,1.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,2.0,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665
15,3.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,4.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665
16,2.3333333333333335,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.0,2.0,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,3.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,3.0
17,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,2.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335
18,1.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.0,2.0,1.0,0.6666666666666666,2.0,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.0,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0
19,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,2.0,2.6666666666666665,1.0,0.3333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,2.0,2.6666666666666665,1.0,1.0,0.6666666666666666,0.6666666666666666,3.0
20,1.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,2.0,2.0,0.6666666666666666,1.0,1.0,1.0,1.6666666666666667,3.3333333333333335
21,1.0,2.0,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,2.0,0.6666666666666666,3.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,3.0
22,1.6666666666666667,2.0,0.3333333333333333,1.0,2.6666666666666665,1.0,0.6666666666666666,1.0,0.3333333333333333,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,0.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,2.0,0.0,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667
23,1.6666666666666667,1.0,1.0,1.0,2.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.0,1.0,1.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333
24,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,2.0,1.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,0.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667
25,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,2.0,1.0,1.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333
26,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,2.3333333333333335,0.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,2.6666666666666665
27,0.6666666666666666,0.0,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,2.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.3333333333333333,2.0
28,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,1.6666666666666667
29,0.6666666666666666,1.0,2.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333
30,0.6666666666666666,1.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,2.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333
31,1.0,1.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.0,1.0,2.3333333333333335,2.0,1.0,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.0,3.3333333333333335,2.0,1.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667
32,1.3333333333333333,1.0,3.0,1.0,3.0,1.0,1.6666666666666667,1.0,2.3333333333333335,2.3333333333333335,1.0,3.0,2.0,1.0,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.0,2.0,1.3333333333333333,1.3333333333333333,2.0,1.0,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,3.6666666666666665,2.0,2.0,0.3333333333333333,1.0,0.6666666666666666,2.0
33,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.0,1.0,1.0,2.6666666666666665,1.6666666666666667,2.0,2.0,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.0,3.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.3333333333333335
