,Ath Madrid scored,Ath Madrid received,Barcelona scored,Barcelona received,Real Madrid scored,Real Madrid received,Espanol scored,Espanol received,Villarreal scored,Villarreal received,Mallorca scored,Mallorca received,Getafe scored,Getafe received,Osasuna scored,Osasuna received,Sevilla scored,Sevilla received,Valencia scored,Valencia received,Levante scored,Levante received,Zaragoza scored,Zaragoza received,Santander scored,Santander received,Ath Bilbao scored,Ath Bilbao received,Malaga scored,Malaga received,Sp Gijon scored,Sp Gijon received,Sociedad scored,Sociedad received,Betis scored,Betis received,Vallecano scored,Vallecano received,Granada scored,Granada received
10,1.3333333333333333,1.6666666666666667,2.0,0.0,2.6666666666666665,0.0,1.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333
11,1.6666666666666667,2.3333333333333335,2.6666666666666665,0.6666666666666666,3.6666666666666665,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.3333333333333335,2.0,2.3333333333333335,1.6666666666666667,3.0,1.0,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,1.0,2.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
12,2.6666666666666665,2.0,3.6666666666666665,0.6666666666666666,3.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,3.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,1.6666666666666667,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0
13,2.0,3.0,2.0,1.0,4.666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666
14,2.3333333333333335,2.3333333333333335,3.0,0.3333333333333333,3.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,2.0,2.6666666666666665,0.0,2.0,1.0,1.6666666666666667,1.0,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666
15,2.0,3.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.0,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.0,2.6666666666666665,0.6666666666666666,0.3333333333333333
16,1.6666666666666667,2.3333333333333335,4.0,0.3333333333333333,3.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.0,2.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,3.3333333333333335,1.0,0.6666666666666666
17,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,4.0,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,3.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,1.0,2.6666666666666665,1.0,2.3333333333333335
18,1.0,0.6666666666666666,3.0,1.0,4.333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.0,2.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.6666666666666665
19,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0,1.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665
20,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.0,0.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,1.0,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,1.0,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,3.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333
21,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,2.0,1.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.3333333333333333,3.0,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0
22,0.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.0,2.3333333333333335,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,2.6666666666666665,1.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667
23,0.3333333333333333,0.3333333333333333,3.0,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,2.0,2.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,3.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,3.0,1.3333333333333333,2.3333333333333335,1.6666666666666667
24,0.6666666666666666,1.0,3.0,1.6666666666666667,3.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,2.0,2.3333333333333335,2.3333333333333335,3.3333333333333335,1.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0,2.0
25,1.0,1.3333333333333333,3.3333333333333335,1.0,3.3333333333333335,0.0,0.6666666666666666,2.6666666666666665,1.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,2.6666666666666665,2.3333333333333335,1.0,2.6666666666666665,1.0,3.0,2.3333333333333335,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,3.0,2.0,1.6666666666666667,1.3333333333333333
26,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,3.0,0.6666666666666666,2.0,2.6666666666666665,1.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,3.0,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,3.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667
27,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,3.0,1.0,2.6666666666666665,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,3.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,1.0,3.0,2.6666666666666665,2.3333333333333335,0.6666666666666666,1.3333333333333333
28,1.6666666666666667,1.0,3.0,1.0,1.6666666666666667,1.3333333333333333,3.0,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,2.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,2.0,3.0,1.6666666666666667,2.6666666666666665
29,1.0,1.3333333333333333,3.0,1.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,3.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,3.0
30,1.6666666666666667,0.6666666666666666,3.0,1.0,3.6666666666666665,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0,1.6666666666666667,3.0,0.3333333333333333,1.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,2.0,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.3333333333333335,1.3333333333333333,2.6666666666666665
31,1.0,1.0,2.6666666666666665,0.3333333333333333,3.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.0,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,3.6666666666666665,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.0,0.6666666666666666,2.0,2.0,0.3333333333333333,1.0
32,1.3333333333333333,2.0,3.3333333333333335,0.3333333333333333,3.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,1.0,3.6666666666666665,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,0.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,1.0,2.0,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.0,0.6666666666666666
33,0.6666666666666666,2.0,3.3333333333333335,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0
34,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,3.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.0,0.6666666666666666,1.6666666666666667,2.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.0,2.0,1.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.0
35,2.0,1.0,3.3333333333333335,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,1.0,1.0,1.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.0,0.3333333333333333,3.3333333333333335,0.6666666666666666,1.3333333333333333
36,2.3333333333333335,1.3333333333333333,4.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,3.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.0,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.0,4.666666666666667,1.0,1.6666666666666667
37,1.6666666666666667,1.0,4.333333333333333,0.6666666666666666,3.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.0,1.0,2.0,2.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.0,0.3333333333333333,1.0,3.0,0.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.0,4.0,0.6666666666666666,2.0
