,Man United scored,Man United received,Liverpool scored,Liverpool received,Chelsea scored,Chelsea received,Man City scored,Man City received,Swansea scored,Swansea received,West Brom scored,West Brom received,Everton scored,Everton received,Southampton scored,Southampton received,Stoke scored,Stoke received,Tottenham scored,Tottenham received,Watford scored,Watford received,Arsenal scored,Arsenal received,Leicester scored,Leicester received,Sunderland scored,Sunderland received,West Ham scored,West Ham received,Crystal Palace scored,Crystal Palace received,Bournemouth scored,Bournemouth received,Hull scored,Hull received,Middlesbrough scored,Middlesbrough received,Burnley scored,Burnley received
10,1.0,1.6666666666666667,4.0,1.3333333333333333,3.6666666666666665,0.0,2.0,0.6666666666666666,0.6666666666666666,2.0,1.0,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666,1.0,1.6666666666666667,3.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0
11,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.0,2.6666666666666665,0.0,2.3333333333333335,0.6666666666666666,1.0,2.3333333333333335,2.0,1.6666666666666667,1.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,2.0,1.6666666666666667,3.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.0,2.0
12,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,2.6666666666666665,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,3.3333333333333335,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665
13,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,3.3333333333333335,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,1.3333333333333333,1.0,1.6666666666666667,3.0,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.3333333333333333,3.0,2.6666666666666665,2.3333333333333335,2.0,2.0,0.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,2.6666666666666665
14,1.0,0.6666666666666666,2.3333333333333335,2.0,2.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.6666666666666665,3.0,1.3333333333333333,1.0,1.0,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,2.0,3.6666666666666665,1.0,2.3333333333333335,2.0,0.6666666666666666,2.0,1.3333333333333333,2.6666666666666665,3.3333333333333335,2.6666666666666665,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0
15,1.3333333333333333,0.6666666666666666,2.6666666666666665,2.0,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.6666666666666665,2.0,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.0,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,2.3333333333333335,3.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.0,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
16,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.0,0.0,2.0,1.6666666666666667,1.3333333333333333,2.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,2.0,1.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667
17,2.3333333333333335,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,3.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,2.0,3.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,0.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.0
18,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,3.3333333333333335,3.3333333333333335,1.0,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.0,1.3333333333333333,1.0,2.0,1.0
19,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,3.0,1.6666666666666667,2.6666666666666665,3.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,2.0,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,3.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,2.0,1.0,2.6666666666666665,0.3333333333333333,1.0,2.0,1.0
20,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.0,3.0,0.6666666666666666,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,3.0,1.0,0.3333333333333333,1.0,1.3333333333333333,3.0,1.0,1.0,0.3333333333333333,2.3333333333333335,2.3333333333333335,2.0,2.0,2.0,0.3333333333333333,0.6666666666666666,2.0,1.0
21,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.0,1.0,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,1.3333333333333333,0.0,2.0,1.0,2.3333333333333335,2.0,1.0,0.3333333333333333,2.0,2.0,2.6666666666666665,1.3333333333333333,2.0,0.3333333333333333,1.0,1.0,1.3333333333333333
22,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.0,2.0,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.0,0.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666
23,1.3333333333333333,0.3333333333333333,1.0,2.0,2.0,0.6666666666666666,2.6666666666666665,1.0,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,2.0,0.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.0,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333
24,1.6666666666666667,0.0,1.0,1.0,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.0,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0
25,1.6666666666666667,0.0,1.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.0,2.0,1.3333333333333333,2.0,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,3.3333333333333335,1.0,1.0,0.0,0.6666666666666666,1.0,1.3333333333333333
26,1.0,0.3333333333333333,2.0,1.3333333333333333,2.0,1.0,1.3333333333333333,0.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,2.0,1.3333333333333333,0.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,0.0,1.0,1.3333333333333333,1.6666666666666667
27,0.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,3.0,1.6666666666666667,0.6666666666666666,0.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,3.0,1.3333333333333333,1.0,2.0,1.0,0.0,1.6666666666666667,1.3333333333333333,2.0,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.0
28,1.3333333333333333,0.6666666666666666,2.0,1.0,2.6666666666666665,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,2.0,1.0,2.0,3.0,1.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.3333333333333333,0.0,1.0,1.6666666666666667,2.6666666666666665,1.0,0.3333333333333333,2.0,1.0,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667
29,1.0,0.3333333333333333,2.0,1.0,2.3333333333333335,2.0,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333
30,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.0,1.0,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,1.0,2.3333333333333335,0.3333333333333333,0.6666666666666666
31,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.0,1.0,2.0,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.0,2.0,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666
32,2.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.0,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.0,1.6666666666666667,1.0,3.0,2.0,2.6666666666666665,1.0,2.0,0.6666666666666666,1.0
33,2.3333333333333335,0.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,4.666666666666667,0.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,4.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667
34,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,4.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,2.6666666666666665,1.0,1.6666666666666667
35,1.0,1.0,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.6666666666666666,3.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,1.0,2.0,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,0.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.3333333333333333,1.3333333333333333
36,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,2.3333333333333335,0.0,3.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,2.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,0.0,2.0,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333
37,1.0,1.3333333333333333,2.3333333333333335,0.0,3.0,0.3333333333333333,4.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,3.0,1.0,0.0,3.0,3.0,0.6666666666666666,1.6666666666666667,1.0,1.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,4.333333333333333,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0
