,Ajax scored,Ajax received,AZ Alkmaar scored,AZ Alkmaar received,Groningen scored,Groningen received,Feyenoord scored,Feyenoord received,Twente scored,Twente received,PSV Eindhoven scored,PSV Eindhoven received,Vitesse scored,Vitesse received,Nijmegen scored,Nijmegen received,Roda JC scored,Roda JC received,Heerenveen scored,Heerenveen received,Willem II scored,Willem II received,Sparta scored,Sparta received,Heracles scored,Heracles received,Excelsior scored,Excelsior received,Utrecht scored,Utrecht received,NAC Breda scored,NAC Breda received,VVV Venlo scored,VVV Venlo received,Graafschap scored,Graafschap received
10,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,3.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,3.3333333333333335,0.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333
11,3.3333333333333335,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.0,2.0,2.0,2.6666666666666665,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667
12,2.3333333333333335,2.0,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,1.0,2.3333333333333335,2.0,0.6666666666666666,3.3333333333333335,0.0,3.0,0.6666666666666666,3.6666666666666665,4.666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333
13,2.6666666666666665,2.0,1.6666666666666667,1.0,2.0,2.0,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,3.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,2.0,0.3333333333333333,4.333333333333333,3.6666666666666665,1.6666666666666667,2.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.6666666666666667
14,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,3.0,2.3333333333333335,3.3333333333333335,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,3.0,1.0,3.0,0.0,4.0,3.6666666666666665,1.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333
15,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,3.3333333333333335,1.6666666666666667,1.0,2.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333
16,1.0,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0,2.6666666666666665,2.6666666666666665,2.0,1.0,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333
17,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,2.0,1.0,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,2.0,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667
18,3.3333333333333335,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,3.0,2.6666666666666665,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335
19,3.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,2.3333333333333335,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,1.0,1.6666666666666667,2.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,3.6666666666666665
20,3.0,0.6666666666666666,0.6666666666666666,4.0,3.0,2.0,1.3333333333333333,1.3333333333333333,2.0,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,2.0,3.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,2.0,1.0,3.3333333333333335
21,1.6666666666666667,1.0,0.3333333333333333,3.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,4.0,0.3333333333333333,2.3333333333333335,0.3333333333333333,3.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,3.6666666666666665,1.0,3.3333333333333335
22,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,4.333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,5.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,4.0,1.0,1.6666666666666667
23,2.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,3.3333333333333335,3.0,0.6666666666666666,1.0,1.3333333333333333,3.6666666666666665,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335
24,3.3333333333333335,1.3333333333333333,1.0,3.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,2.3333333333333335,1.0,2.0,1.0,3.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,2.0,1.0,0.3333333333333333,1.0,1.6666666666666667,1.0,0.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667
25,3.3333333333333335,2.0,1.0,2.3333333333333335,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,1.0,1.0,2.6666666666666665,1.6666666666666667,2.0,1.0,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.0,2.3333333333333335,0.6666666666666666,0.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.6666666666666665
26,4.333333333333333,1.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,1.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.3333333333333335,2.3333333333333335,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,1.0,3.0,2.3333333333333335,0.6666666666666666,2.3333333333333335
27,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.0,1.0,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,1.0,1.0,2.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.6666666666666665,1.0,3.0
28,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,2.0,2.6666666666666665,3.3333333333333335,1.3333333333333333,1.0,2.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667
29,1.6666666666666667,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,2.6666666666666665,3.0,1.3333333333333333,1.6666666666666667,3.0,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,3.0,2.3333333333333335,1.0,1.0,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.0
30,3.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,3.0,2.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.3333333333333335,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,0.3333333333333333
31,3.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,2.0,2.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,2.0,3.0,3.0,2.0,2.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667
32,3.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.0,1.0,0.0,1.3333333333333333,1.0,2.3333333333333335,3.3333333333333335,2.3333333333333335,2.0,2.0,2.3333333333333335,0.0,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,3.0,1.0,2.0
33,3.6666666666666665,1.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,2.0,3.3333333333333335,2.0,1.6666666666666667,2.0,1.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,0.6666666666666666,2.6666666666666665
