,Benfica scored,Benfica received,Sp Braga scored,Sp Braga received,Boavista scored,Boavista received,Rio Ave scored,Rio Ave received,Sp Lisbon scored,Sp Lisbon received,Guimaraes scored,Guimaraes received,Tondela scored,Tondela received,Belenenses scored,Belenenses received,Portimonense scored,Portimonense received,Setubal scored,Setubal received,Maritimo scored,Maritimo received,Aves scored,Aves received,Porto scored,Porto received,Moreirense scored,Moreirense received,Santa Clara scored,Santa Clara received,Famalicao scored,Famalicao received,Gil Vicente scored,Gil Vicente received,Pacos Ferreira scored,Pacos Ferreira received
18,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.3333333333333333
19,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,0.0,2.6666666666666665,1.0,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,2.0,3.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,3.3333333333333335,1.3333333333333333,3.0,0.3333333333333333,1.6666666666666667
20,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,1.0,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,2.0,3.0,1.0,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,1.0,3.3333333333333335,1.6666666666666667,2.6666666666666665,0.3333333333333333,2.0
21,1.0,1.3333333333333333,2.0,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,3.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667
22,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
23,1.0,0.6666666666666666,2.6666666666666665,1.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333
24,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667
25,1.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,2.0,1.0,1.0,1.0,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667
26,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.0,1.0,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333
27,2.3333333333333335,2.3333333333333335,1.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,2.0,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.0,1.6666666666666667,1.6666666666666667,0.0,0.6666666666666666,1.0,2.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0
28,1.6666666666666667,2.3333333333333335,2.0,2.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,1.0,2.0,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,2.0,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,0.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0
29,2.0,2.3333333333333335,3.3333333333333335,2.0,0.6666666666666666,2.3333333333333335,2.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.0,1.3333333333333333,1.0,1.0,2.3333333333333335,1.6666666666666667,1.0,0.0,2.6666666666666665,3.3333333333333335,0.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333
30,1.3333333333333333,1.3333333333333333,4.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,2.0,1.3333333333333333,0.0,0.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665
31,2.0,0.6666666666666666,3.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,0.0,0.3333333333333333,2.3333333333333335,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.0,1.6666666666666667,2.6666666666666665
32,2.3333333333333335,0.3333333333333333,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,3.6666666666666665,0.6666666666666666,1.0,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335
33,2.6666666666666665,0.3333333333333333,1.0,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,0.0,3.0,3.0,1.0,1.0,3.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.0,2.0,2.0,2.0,1.6666666666666667
