,Charlton scored,Charlton received,West Ham scored,West Ham received,Arsenal scored,Arsenal received,Man United scored,Man United received,Tottenham scored,Tottenham received,Chelsea scored,Chelsea received,Aston Villa scored,Aston Villa received,Bolton scored,Bolton received,Birmingham scored,Birmingham received,Fulham scored,Fulham received,Liverpool scored,Liverpool received,Man City scored,Man City received,Middlesbrough scored,Middlesbrough received,West Brom scored,West Brom received,Wigan scored,Wigan received,Blackburn scored,Blackburn received,Sunderland scored,Sunderland received,Everton scored,Everton received,Newcastle scored,Newcastle received,Portsmouth scored,Portsmouth received
16,1.3333333333333333,2.6666666666666665,2.0,2.6666666666666665,0.0,1.6666666666666667,2.0,0.3333333333333333,3.0,2.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,3.0,1.6666666666666667,1.0,2.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,1.0,1.6666666666666667,2.0,1.0,0.6666666666666666,2.0
17,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.0,2.0,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,2.0,0.0,2.3333333333333335,2.3333333333333335,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,0.0,1.3333333333333333,0.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333
18,0.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,3.0,1.0,1.6666666666666667,0.6666666666666666,0.0,1.3333333333333333,0.3333333333333333,3.6666666666666665,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667
19,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,3.0,1.0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,2.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.0,2.0,2.3333333333333335,0.0,0.0,1.0,0.6666666666666666,2.3333333333333335,0.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
20,1.0,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,2.0,1.0,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0
21,1.6666666666666667,1.0,1.0,2.0,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.0,1.0,2.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,3.0,0.6666666666666666,1.0,0.0,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0
22,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,2.0,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,4.0,0.6666666666666666,1.0,1.0,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.6666666666666665
23,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,3.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0,1.6666666666666667,3.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,0.0,1.6666666666666667,0.3333333333333333,2.3333333333333335
24,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.0,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.6666666666666665
25,1.0,2.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.3333333333333335,2.3333333333333335,1.3333333333333333,1.0,1.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.3333333333333333,2.0,3.0,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,2.0,1.3333333333333333,1.0,2.0,0.6666666666666666,1.0,1.3333333333333333,2.0,0.3333333333333333,2.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0
26,1.0,2.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,3.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.3333333333333333,2.3333333333333335
27,0.6666666666666666,1.0,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,2.0,0.0,0.6666666666666666,3.3333333333333335,1.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,2.0
28,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,2.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333
29,0.6666666666666666,1.3333333333333333,1.6666666666666667,3.3333333333333335,3.0,0.3333333333333333,2.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,2.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.6666666666666667,3.0,1.3333333333333333,1.3333333333333333,2.0,2.0,1.3333333333333333
30,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.0,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,3.0,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,0.6666666666666666,0.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.3333333333333333
31,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,2.0,2.0,0.0,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,0.0,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.3333333333333333
32,1.0,0.3333333333333333,1.0,1.6666666666666667,2.0,1.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,0.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,1.6666666666666667,2.0,1.3333333333333333
33,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,2.6666666666666665,1.0,2.0,1.0
